,datetime,machineID,errorID
197,2015-01-23 06:00:00,7,error3
198,2015-01-23 06:00:00,7,error5
199,2015-02-07 06:00:00,7,error1
200,2015-03-09 18:00:00,7,error4
201,2015-03-10 22:00:00,7,error2
202,2015-03-21 05:00:00,7,error3
203,2015-03-27 22:00:00,7,error2
204,2015-04-12 08:00:00,7,error1
205,2015-04-23 06:00:00,7,error1
206,2015-04-23 09:00:00,7,error4
207,2015-05-08 06:00:00,7,error5
208,2015-05-13 11:00:00,7,error2
209,2015-05-23 06:00:00,7,error2
210,2015-05-23 06:00:00,7,error3
211,2015-06-24 08:00:00,7,error3
212,2015-06-29 00:00:00,7,error1
213,2015-07-07 06:00:00,7,error2
214,2015-07-07 06:00:00,7,error3
215,2015-07-13 05:00:00,7,error2
216,2015-08-07 18:00:00,7,error2
217,2015-08-09 06:00:00,7,error3
218,2015-08-11 12:00:00,7,error1
219,2015-08-30 22:00:00,7,error4
220,2015-09-08 19:00:00,7,error2
221,2015-09-17 18:00:00,7,error1
222,2015-09-20 06:00:00,7,error5
223,2015-09-22 19:00:00,7,error2
224,2015-10-13 08:00:00,7,error4
225,2015-10-20 06:00:00,7,error2
226,2015-10-20 06:00:00,7,error3
227,2015-10-31 10:00:00,7,error2
228,2015-11-18 14:00:00,7,error3
229,2015-11-24 22:00:00,7,error3
230,2015-12-09 11:00:00,7,error2
231,2015-12-16 13:00:00,7,error3
232,2015-12-19 06:00:00,7,error1
233,2015-01-05 05:00:00,8,error2
234,2015-01-07 07:00:00,8,error1
235,2015-01-15 02:00:00,8,error1
236,2015-02-03 06:00:00,8,error1
237,2015-02-03 23:00:00,8,error4
238,2015-02-16 17:00:00,8,error3
239,2015-02-20 23:00:00,8,error3
240,2015-03-06 06:00:00,8,error2
241,2015-03-06 06:00:00,8,error3
242,2015-03-21 06:00:00,8,error5
243,2015-03-26 16:00:00,8,error2
244,2015-04-06 07:00:00,8,error2
245,2015-04-20 06:00:00,8,error2
246,2015-04-20 06:00:00,8,error3
247,2015-04-30 22:00:00,8,error2
248,2015-05-08 08:00:00,8,error1
249,2015-05-28 01:00:00,8,error2
250,2015-06-09 12:00:00,8,error3
251,2015-06-28 20:00:00,8,error4
252,2015-07-02 10:00:00,8,error2
253,2015-07-04 17:00:00,8,error2
254,2015-08-03 06:00:00,8,error5
255,2015-08-14 11:00:00,8,error3
256,2015-08-24 09:00:00,8,error2
257,2015-09-18 11:00:00,8,error3
258,2015-10-07 19:00:00,8,error4
259,2015-10-10 06:00:00,8,error4
260,2015-10-15 02:00:00,8,error3
261,2015-10-17 06:00:00,8,error5
262,2015-10-30 17:00:00,8,error5
263,2015-11-03 08:00:00,8,error5
264,2015-11-15 22:00:00,8,error2
265,2015-11-18 22:00:00,8,error3
266,2015-11-19 10:00:00,8,error2
267,2015-12-15 03:00:00,8,error2
268,2015-12-16 19:00:00,8,error4
269,2015-12-19 11:00:00,8,error4
270,2015-12-23 07:00:00,8,error4
271,2015-12-23 17:00:00,8,error2
272,2015-12-24 07:00:00,8,error4
273,2015-12-30 21:00:00,8,error4
274,2016-01-01 05:00:00,8,error3
275,2015-01-04 04:00:00,9,error4
276,2015-01-05 20:00:00,9,error3
277,2015-01-25 02:00:00,9,error1
278,2015-02-18 20:00:00,9,error2
279,2015-03-03 06:00:00,9,error1
280,2015-03-09 11:00:00,9,error1
281,2015-03-22 08:00:00,9,error3
282,2015-04-01 05:00:00,9,error4
283,2015-04-10 12:00:00,9,error5
284,2015-04-29 04:00:00,9,error1
285,2015-06-05 11:00:00,9,error2
286,2015-06-14 13:00:00,9,error4
287,2015-06-16 06:00:00,9,error2
288,2015-06-16 06:00:00,9,error3
289,2015-06-17 23:00:00,9,error4
290,2015-06-19 13:00:00,9,error1
291,2015-06-22 00:00:00,9,error4
292,2015-07-01 06:00:00,9,error1
293,2015-07-16 06:00:00,9,error2
294,2015-07-16 06:00:00,9,error3
295,2015-07-30 09:00:00,9,error3
296,2015-08-08 08:00:00,9,error4
297,2015-08-16 05:00:00,9,error1
298,2015-08-18 13:00:00,9,error4
299,2015-08-18 15:00:00,9,error1
300,2015-08-30 06:00:00,9,error2
301,2015-08-30 06:00:00,9,error3
302,2015-09-14 06:00:00,9,error1
303,2015-10-12 01:00:00,9,error2
304,2015-10-14 06:00:00,9,error2
305,2015-10-14 06:00:00,9,error3
306,2015-11-13 06:00:00,9,error1
307,2015-11-19 04:00:00,9,error3
308,2015-11-22 14:00:00,9,error3
309,2015-11-24 14:00:00,9,error3
310,2015-12-01 03:00:00,9,error2
311,2015-12-13 06:00:00,9,error2
312,2015-12-13 06:00:00,9,error3
313,2015-12-13 07:00:00,9,error4
314,2015-12-27 10:00:00,9,error2
315,2015-01-01 20:00:00,10,error1
316,2015-01-06 04:00:00,10,error3
317,2015-01-18 06:00:00,10,error2
318,2015-01-18 06:00:00,10,error3
319,2015-01-22 05:00:00,10,error1
320,2015-01-29 03:00:00,10,error4
321,2015-02-10 00:00:00,10,error1
322,2015-02-11 03:00:00,10,error1
323,2015-02-12 23:00:00,10,error5
324,2015-02-13 10:00:00,10,error3
325,2015-03-04 00:00:00,10,error2
326,2015-03-05 15:00:00,10,error3
327,2015-03-18 11:00:00,10,error1
328,2015-03-21 14:00:00,10,error4
329,2015-03-26 08:00:00,10,error1
330,2015-04-03 06:00:00,10,error2
331,2015-04-03 06:00:00,10,error3
332,2015-04-06 05:00:00,10,error2
333,2015-04-14 00:00:00,10,error3
334,2015-04-14 09:00:00,10,error1
335,2015-05-18 06:00:00,10,error2
336,2015-05-18 06:00:00,10,error3
337,2015-05-31 03:00:00,10,error1
338,2015-06-02 06:00:00,10,error1
339,2015-06-12 12:00:00,10,error4
340,2015-06-16 06:00:00,10,error1
341,2015-06-17 06:00:00,10,error2
342,2015-06-17 06:00:00,10,error3
343,2015-07-01 14:00:00,10,error3
344,2015-07-25 16:00:00,10,error3
345,2015-07-29 04:00:00,10,error5
346,2015-08-06 07:00:00,10,error2
347,2015-08-10 04:00:00,10,error3
348,2015-08-17 08:00:00,10,error4
349,2015-09-10 11:00:00,10,error1
350,2015-09-14 17:00:00,10,error1
351,2015-09-18 05:00:00,10,error1
352,2015-10-05 00:00:00,10,error1
353,2015-10-27 13:00:00,10,error3
354,2015-10-31 18:00:00,10,error1
355,2015-11-09 17:00:00,10,error1
356,2015-11-21 06:00:00,10,error3
357,2015-12-08 21:00:00,10,error2
358,2015-12-17 09:00:00,10,error1
359,2015-12-23 13:00:00,10,error2
360,2015-01-19 06:00:00,11,error2
361,2015-01-19 06:00:00,11,error3
362,2015-02-15 01:00:00,11,error4
363,2015-02-18 06:00:00,11,error4
364,2015-02-26 23:00:00,11,error4
365,2015-03-20 07:00:00,11,error3
366,2015-04-08 02:00:00,11,error1
367,2015-04-12 12:00:00,11,error3
368,2015-04-15 02:00:00,11,error1
369,2015-04-19 06:00:00,11,error2
370,2015-04-19 06:00:00,11,error3
371,2015-04-19 06:00:00,11,error4
372,2015-05-10 22:00:00,11,error4
373,2015-05-25 23:00:00,11,error1
374,2015-06-08 08:00:00,11,error3
375,2015-06-16 08:00:00,11,error1
376,2015-06-17 02:00:00,11,error2
377,2015-06-21 13:00:00,11,error4
378,2015-07-15 00:00:00,11,error2
379,2015-07-18 07:00:00,11,error2
380,2015-08-20 14:00:00,11,error3
381,2015-08-25 22:00:00,11,error2
382,2015-08-26 16:00:00,11,error4
383,2015-09-04 13:00:00,11,error4
384,2015-09-13 04:00:00,11,error1
385,2015-09-29 17:00:00,11,error4
386,2015-10-01 06:00:00,11,error4
387,2015-10-08 01:00:00,11,error3
388,2015-10-11 07:00:00,11,error1
389,2015-10-20 16:00:00,11,error1
390,2015-11-02 13:00:00,11,error4
391,2015-11-03 17:00:00,11,error2
392,2015-11-08 08:00:00,11,error3
393,2015-11-14 09:00:00,11,error2
394,2015-12-04 01:00:00,11,error2
395,2015-12-11 10:00:00,11,error2
396,2015-12-15 06:00:00,11,error4
397,2015-12-15 21:00:00,11,error2
398,2015-12-17 03:00:00,11,error3
399,2015-01-06 06:00:00,12,error1
400,2015-01-06 06:00:00,12,error2
401,2015-01-06 06:00:00,12,error3
402,2015-01-16 20:00:00,12,error3
403,2015-02-06 13:00:00,12,error2
404,2015-03-14 15:00:00,12,error2
405,2015-03-22 06:00:00,12,error2
406,2015-03-22 06:00:00,12,error3
407,2015-04-03 05:00:00,12,error3
408,2015-04-05 00:00:00,12,error4
409,2015-04-10 17:00:00,12,error2
410,2015-04-25 19:00:00,12,error3
411,2015-04-26 05:00:00,12,error4
412,2015-05-04 03:00:00,12,error2
413,2015-05-14 10:00:00,12,error1
414,2015-05-29 12:00:00,12,error2
415,2015-06-13 10:00:00,12,error3
416,2015-06-28 19:00:00,12,error3
417,2015-07-05 06:00:00,12,error1
418,2015-07-15 02:00:00,12,error5
419,2015-07-17 09:00:00,12,error2
420,2015-07-22 18:00:00,12,error5
421,2015-08-05 05:00:00,12,error2
422,2015-08-16 17:00:00,12,error2
423,2015-08-28 20:00:00,12,error2
424,2015-09-03 06:00:00,12,error1
425,2015-09-04 20:00:00,12,error2
426,2015-09-20 05:00:00,12,error4
427,2015-09-30 12:00:00,12,error1
428,2015-10-01 15:00:00,12,error2
429,2015-10-03 00:00:00,12,error4
430,2015-10-03 06:00:00,12,error2
431,2015-10-03 06:00:00,12,error3
432,2015-10-03 22:00:00,12,error2
433,2015-10-08 23:00:00,12,error1
434,2015-10-09 22:00:00,12,error1
435,2015-11-04 22:00:00,12,error1
436,2015-11-05 05:00:00,12,error1
437,2015-11-27 00:00:00,12,error3
438,2015-11-28 23:00:00,12,error2
439,2015-12-12 16:00:00,12,error4
440,2015-01-10 04:00:00,13,error5
441,2015-01-13 21:00:00,13,error3
442,2015-01-26 09:00:00,13,error2
443,2015-01-27 07:00:00,13,error1
444,2015-01-28 20:00:00,13,error1
445,2015-02-10 20:00:00,13,error1
446,2015-02-13 10:00:00,13,error4
447,2015-02-14 05:00:00,13,error2
448,2015-02-25 20:00:00,13,error3
449,2015-03-10 18:00:00,13,error3
450,2015-03-20 16:00:00,13,error3
451,2015-04-06 23:00:00,13,error2
452,2015-04-10 06:00:00,13,error4
453,2015-04-10 06:00:00,13,error5
454,2015-04-13 18:00:00,13,error4
455,2015-05-05 09:00:00,13,error4
456,2015-06-09 06:00:00,13,error4
457,2015-06-24 06:00:00,13,error5
458,2015-07-09 06:00:00,13,error2
459,2015-07-09 06:00:00,13,error3
460,2015-07-29 04:00:00,13,error3
461,2015-08-04 18:00:00,13,error2
462,2015-08-08 06:00:00,13,error2
463,2015-08-08 06:00:00,13,error3
464,2015-08-23 06:00:00,13,error1
465,2015-08-23 06:00:00,13,error4
466,2015-08-25 15:00:00,13,error3
467,2015-09-03 20:00:00,13,error4
468,2015-09-18 22:00:00,13,error1
469,2015-09-22 06:00:00,13,error5
470,2015-09-29 12:00:00,13,error4
471,2015-10-04 07:00:00,13,error1
472,2015-10-22 06:00:00,13,error1
473,2015-10-23 18:00:00,13,error5
474,2015-11-06 07:00:00,13,error1
475,2015-11-26 03:00:00,13,error1
476,2015-12-06 06:00:00,13,error5
477,2015-12-13 17:00:00,13,error5
478,2015-12-21 06:00:00,13,error1
479,2015-12-21 06:00:00,13,error2
480,2015-12-21 06:00:00,13,error3
481,2015-12-21 08:00:00,13,error1
482,2015-01-01 08:00:00,14,error4
483,2015-01-03 16:00:00,14,error1
484,2015-01-24 17:00:00,14,error4
485,2015-01-27 11:00:00,14,error4
486,2015-01-30 06:00:00,14,error2
487,2015-01-30 06:00:00,14,error3
488,2015-02-09 20:00:00,14,error2
489,2015-02-18 21:00:00,14,error5
490,2015-02-19 17:00:00,14,error5
491,2015-03-01 06:00:00,14,error1
492,2015-03-07 09:00:00,14,error1
493,2015-03-07 17:00:00,14,error2
494,2015-03-16 18:00:00,14,error2
495,2015-03-17 07:00:00,14,error2
496,2015-04-17 04:00:00,14,error2
497,2015-04-20 01:00:00,14,error5
498,2015-05-11 05:00:00,14,error3
499,2015-05-12 04:00:00,14,error3
500,2015-05-31 05:00:00,14,error5
501,2015-06-02 20:00:00,14,error4
502,2015-06-19 08:00:00,14,error2
503,2015-06-25 02:00:00,14,error1
504,2015-06-26 17:00:00,14,error2
505,2015-07-14 06:00:00,14,error1
506,2015-07-14 08:00:00,14,error3
507,2015-07-29 06:00:00,14,error2
508,2015-07-29 06:00:00,14,error3
509,2015-08-14 12:00:00,14,error4
510,2015-08-22 13:00:00,14,error4
511,2015-08-28 10:00:00,14,error3
512,2015-09-20 18:00:00,14,error2
513,2015-10-02 18:00:00,14,error3
514,2015-10-13 11:00:00,14,error1
515,2015-10-21 10:00:00,14,error3
516,2015-11-30 14:00:00,14,error1
517,2015-12-17 00:00:00,14,error5
518,2015-12-22 01:00:00,14,error2
519,2015-12-23 12:00:00,14,error1
520,2015-01-13 23:00:00,15,error4
521,2015-01-14 06:00:00,15,error3
522,2015-01-19 06:00:00,15,error2
523,2015-01-19 06:00:00,15,error3
524,2015-01-19 06:00:00,15,error5
525,2015-01-22 23:00:00,15,error1
526,2015-02-11 02:00:00,15,error2
527,2015-02-14 00:00:00,15,error1
528,2015-03-21 23:00:00,15,error1
529,2015-03-24 20:00:00,15,error1
530,2015-03-28 23:00:00,15,error2
531,2015-04-06 10:00:00,15,error5
532,2015-04-12 13:00:00,15,error4
533,2015-04-23 02:00:00,15,error2
534,2015-05-10 01:00:00,15,error1
535,2015-05-30 04:00:00,15,error4
536,2015-06-01 21:00:00,15,error1
537,2015-06-02 00:00:00,15,error2
538,2015-06-03 06:00:00,15,error1
539,2015-06-11 06:00:00,15,error4
540,2015-06-17 11:00:00,15,error2
541,2015-06-18 06:00:00,15,error2
542,2015-06-22 10:00:00,15,error1
543,2015-06-24 10:00:00,15,error1
544,2015-07-03 17:00:00,15,error4
545,2015-07-05 15:00:00,15,error2
546,2015-07-05 21:00:00,15,error2
547,2015-07-07 14:00:00,15,error1
548,2015-07-22 00:00:00,15,error2
549,2015-08-02 06:00:00,15,error1
550,2015-08-09 15:00:00,15,error4
551,2015-09-01 06:00:00,15,error2
552,2015-09-23 15:00:00,15,error3
553,2015-10-02 13:00:00,15,error3
554,2015-10-05 20:00:00,15,error3
555,2015-10-07 01:00:00,15,error1
556,2015-10-07 20:00:00,15,error4
557,2015-10-15 13:00:00,15,error4
558,2015-10-26 01:00:00,15,error2
559,2015-10-31 06:00:00,15,error2
560,2015-10-31 06:00:00,15,error3
561,2015-10-31 06:00:00,15,error5
562,2015-11-06 14:00:00,15,error1
563,2015-11-11 06:00:00,15,error3
564,2015-11-13 19:00:00,15,error2
565,2015-11-14 19:00:00,15,error4
566,2015-11-19 13:00:00,15,error1
567,2015-11-20 23:00:00,15,error4
568,2015-11-22 08:00:00,15,error3
569,2015-12-21 22:00:00,15,error3
570,2015-12-30 06:00:00,15,error5
571,2015-01-16 06:00:00,16,error1
572,2015-02-09 02:00:00,16,error3
573,2015-02-13 00:00:00,16,error1
574,2015-02-22 05:00:00,16,error1
575,2015-02-27 16:00:00,16,error3
576,2015-03-02 06:00:00,16,error4
577,2015-03-10 01:00:00,16,error3
578,2015-03-10 19:00:00,16,error5
579,2015-03-13 17:00:00,16,error5
580,2015-03-25 12:00:00,16,error2
581,2015-04-01 06:00:00,16,error1
582,2015-04-10 18:00:00,16,error1
583,2015-04-22 03:00:00,16,error3
584,2015-04-22 10:00:00,16,error1
585,2015-04-28 08:00:00,16,error4
586,2015-04-28 14:00:00,16,error1
587,2015-05-16 06:00:00,16,error4
588,2015-05-21 14:00:00,16,error1
589,2015-05-28 17:00:00,16,error2
590,2015-05-31 06:00:00,16,error2
591,2015-05-31 06:00:00,16,error3
592,2015-06-15 06:00:00,16,error1
593,2015-06-22 11:00:00,16,error3
594,2015-06-30 06:00:00,16,error2
595,2015-06-30 06:00:00,16,error3
596,2015-06-30 06:00:00,16,error4
597,2015-07-07 12:00:00,16,error2
598,2015-07-07 17:00:00,16,error3
599,2015-07-07 21:00:00,16,error4
600,2015-08-01 20:00:00,16,error4
601,2015-08-05 08:00:00,16,error1
602,2015-08-14 06:00:00,16,error4
603,2015-09-22 00:00:00,16,error1
604,2015-09-24 00:00:00,16,error1
605,2015-10-04 12:00:00,16,error3
606,2015-10-13 06:00:00,16,error4
607,2015-11-26 02:00:00,16,error3
608,2015-11-27 06:00:00,16,error2
609,2015-11-27 06:00:00,16,error3
610,2015-12-07 02:00:00,16,error1
611,2015-12-16 20:00:00,16,error3
612,2015-01-15 06:00:00,17,error4
613,2015-01-26 23:00:00,17,error2
614,2015-02-04 00:00:00,17,error3
615,2015-02-13 01:00:00,17,error2
616,2015-02-14 06:00:00,17,error2
617,2015-02-14 06:00:00,17,error3
618,2015-02-17 04:00:00,17,error2
619,2015-03-04 15:00:00,17,error1
620,2015-03-06 08:00:00,17,error4
621,2015-03-10 18:00:00,17,error3
622,2015-03-16 06:00:00,17,error4
623,2015-03-22 06:00:00,17,error1
624,2015-03-27 22:00:00,17,error2
625,2015-03-31 06:00:00,17,error2
626,2015-03-31 06:00:00,17,error3
627,2015-03-31 06:00:00,17,error5
628,2015-04-16 12:00:00,17,error1
629,2015-04-29 11:00:00,17,error4
630,2015-05-15 06:00:00,17,error1
631,2015-05-19 14:00:00,17,error4
632,2015-05-24 16:00:00,17,error3
633,2015-06-10 08:00:00,17,error1
634,2015-06-14 06:00:00,17,error4
635,2015-07-14 06:00:00,17,error2
636,2015-07-14 06:00:00,17,error3
637,2015-07-16 00:00:00,17,error3
638,2015-07-24 20:00:00,17,error2
639,2015-07-25 13:00:00,17,error4
640,2015-07-28 04:00:00,17,error2
641,2015-07-29 06:00:00,17,error1
642,2015-08-01 23:00:00,17,error1
643,2015-08-08 22:00:00,17,error3
644,2015-08-13 02:00:00,17,error1
645,2015-08-28 06:00:00,17,error5
646,2015-09-04 18:00:00,17,error1
647,2015-09-06 04:00:00,17,error2
648,2015-09-09 00:00:00,17,error2
649,2015-09-16 06:00:00,17,error5
650,2015-09-21 21:00:00,17,error3
651,2015-10-07 18:00:00,17,error1
652,2015-10-11 01:00:00,17,error2
653,2015-10-16 02:00:00,17,error2
654,2015-10-18 02:00:00,17,error4
655,2015-10-27 06:00:00,17,error4
656,2015-10-27 06:00:00,17,error5
657,2015-11-25 18:00:00,17,error2
658,2015-11-26 06:00:00,17,error2
659,2015-11-26 06:00:00,17,error3
660,2015-12-26 06:00:00,17,error1
661,2015-01-06 19:00:00,18,error1
662,2015-01-07 20:00:00,18,error5
663,2015-01-10 02:00:00,18,error5
664,2015-01-24 06:00:00,18,error1
665,2015-01-29 06:00:00,18,error5
666,2015-02-13 09:00:00,18,error4
667,2015-02-16 14:00:00,18,error1
668,2015-03-07 10:00:00,18,error2
669,2015-03-10 18:00:00,18,error4
670,2015-03-25 05:00:00,18,error4
671,2015-03-25 06:00:00,18,error1
672,2015-03-25 08:00:00,18,error2
673,2015-03-30 06:00:00,18,error1
674,2015-04-02 07:00:00,18,error3
675,2015-04-12 16:00:00,18,error4
676,2015-05-12 23:00:00,18,error5
677,2015-05-14 06:00:00,18,error5
678,2015-05-15 13:00:00,18,error2
679,2015-05-15 18:00:00,18,error3
680,2015-05-19 15:00:00,18,error2
681,2015-05-24 14:00:00,18,error4
682,2015-06-06 06:00:00,18,error1
683,2015-06-18 17:00:00,18,error2
684,2015-06-19 19:00:00,18,error1
685,2015-06-28 06:00:00,18,error2
686,2015-06-28 06:00:00,18,error3
687,2015-06-29 18:00:00,18,error1
688,2015-07-05 05:00:00,18,error2
689,2015-07-06 08:00:00,18,error3
690,2015-07-28 06:00:00,18,error2
691,2015-07-28 06:00:00,18,error3
692,2015-07-29 08:00:00,18,error2
693,2015-07-30 02:00:00,18,error1
694,2015-08-01 08:00:00,18,error3
695,2015-08-27 06:00:00,18,error5
696,2015-09-08 12:00:00,18,error4
697,2015-09-11 06:00:00,18,error2
